location,Internet_BEF1,iPhone (Артём),BUK,UPC931A3F3,Buben 2.4G,BUK guest,BUK Registrace
stairs,,,,,,"[-77, 'd4:68:4d:a5:1f:d8']"
stairs,"[-75, 'd4:68:4d:e5:1f:d8']",,,,,
stairs,,,"[-70, '38:ff:36:2a:a4:c8']",,,
stairs,,,,,"[-52, 'c2:21:c9:ab:21:c9']",
stairs,,,,"[-76, 'd4:68:4d:65:1f:d8']",,
stairs,,,,,,"[-82, '58:b6:33:9d:75:98']"
stairs,,"[-69, '38:ff:36:ea:a4:c8']",,,,
stairs,,,"[-82, '58:b6:33:1d:75:98']",,,
stairs,,,,"[-82, '58:b6:33:5d:75:98']",,
stairs,,,,,"[-57, 'c2:21:c9:ab:21:c9']",
stairs,,,,"[-84, '58:b6:33:5d:df:58']",,
stairs,,,,,,"[-85, '58:b6:33:9d:93:58']"
stairs,,"[-81, '58:b6:33:dd:93:58']",,,,
stairs,,,"[-82, '58:b6:33:1d:93:58']",,,
stairs,,,,,"[-53, 'c2:21:c9:ab:21:c9']",
stairs,"[-87, '38:43:7d:5f:0e:e3']",,,,,
stairs,,,,,"[-51, 'c2:21:c9:ab:21:c9']",
stairs,,,,,,"[-81, '58:b6:33:9d:75:98']"
stairs,,"[-81, '58:b6:33:dd:75:98']",,,,
stairs,,,"[-82, '58:b6:33:1d:75:98']",,,
stairs,,,,"[-83, '58:b6:33:5d:75:98']",,
stairs,"[-88, '38:43:7d:5f:0e:e3']",,,,,
stairs,,,,,"[-70, '38:ff:36:aa:a4:c8']"
stairs,"[-58, 'd4:68:4d:e5:1f:d8']",,,,
stairs,,"[-59, 'd4:68:4d:25:1f:d8']",,,
stairs,,,"[-69, '38:ff:36:6a:a4:c8']",,
stairs,,,,"[-49, 'c2:21:c9:ab:21:c9']",
stairs,,,,,"[-72, '58:b6:33:9d:75:98']"
stairs,"[-60, 'd4:68:4d:e5:1f:d8']",,,,
stairs,,"[-83, 'f0:b0:52:38:5b:a8']",,,
stairs,,,"[-71, '58:b6:33:5d:75:98']",,
stairs,,,,"[-53, 'c2:21:c9:ab:21:c9']",
stairs,,,,,"[-58, '58:b6:33:9d:86:68']"
stairs,"[-64, '58:b6:33:c9:41:78']",,,,
stairs,,"[-60, '58:b6:33:1d:86:68']",,,
stairs,,,"[-51, '38:ff:36:6e:0a:98']",,
stairs,,,,"[-43, 'c2:21:c9:ab:21:c9']",
stairs,,,"[-85, 'f0:b0:52:78:5b:a8']",,
stairs,,,,,"[-84, 'f0:b0:52:b8:5b:a8']"
